layer,expert,prefill_count,decode_count,prefill_mean_weight,decode_mean_weight
0,220,4,123,0.080444,0.062974
0,221,345,10538,0.079286,0.140907
0,222,86,7272,0.055812,0.075833
0,223,1942,9893,0.094117,0.099050
0,224,255,478,0.048259,0.052591
0,225,1436,2226,0.176434,0.140256
0,226,679,9488,0.066860,0.081888
0,227,1417,23585,0.059078,0.084209
0,228,589,2529,0.093617,0.087553
0,229,257,13878,0.069788,0.137760
0,230,2465,11892,0.141148,0.173193
0,231,4720,8030,0.086279,0.087952
0,232,2678,6778,0.136188,0.134602
0,233,1280,6691,0.100510,0.147055
0,234,158,33688,0.049595,0.064936
0,235,2908,16439,0.079495,0.090345
0,236,2305,7453,0.166908,0.112350
0,237,1902,2310,0.094208,0.106816
0,238,489,12109,0.078940,0.077535
0,239,2217,3860,0.084177,0.085072
0,240,218,1421,0.084826,0.080518
0,241,7,27,0.055577,0.049515
0,242,1573,6806,0.119068,0.111196
0,243,7593,3839,0.070474,0.067159
0,244,33,1230,0.065733,0.119898
0,245,1653,334,0.058987,0.057493
0,246,5265,7120,0.158110,0.102939
0,247,601,6745,0.093558,0.067252
0,248,614,10816,0.073229,0.125208
0,249,959,2727,0.110366,0.098721
0,250,204,2285,0.058102,0.067216
0,251,1397,3738,0.113207,0.099847
0,252,1330,21,0.051569,0.060291
0,253,3495,5090,0.100085,0.098498
0,254,1783,10556,0.091316,0.095878
0,255,109,821,0.107733,0.128201
0,256,1539,10616,0.118527,0.124011
0,257,438,1254,0.051102,0.058238
0,258,2433,3596,0.068647,0.097994
0,259,1694,3516,0.075882,0.073658
0,260,1043,1086,0.072746,0.054865
0,261,1787,4243,0.124401,0.167952
0,262,7589,23346,0.100220,0.093075
0,263,3438,3866,0.075410,0.145912
0,264,4386,23554,0.137356,0.107165
0,265,4804,14483,0.091480,0.100753
0,266,1926,3821,0.115496,0.090195
0,267,1387,2828,0.113639,0.114283
0,268,184,4683,0.086340,0.114783
0,269,2297,4760,0.083751,0.088687
0,270,496,5404,0.083448,0.101223
0,271,465,7641,0.054561,0.073121
0,272,3195,6733,0.098168,0.148552
0,273,1974,4086,0.062401,0.086699
0,274,12,898,0.065898,0.078037
0,275,1467,1409,0.145283,0.096897
0,276,1337,2228,0.064545,0.062113
0,277,2932,7744,0.081001,0.091942
0,278,338,7787,0.085352,0.068869
0,279,1660,8776,0.073609,0.070833
0,280,1220,12793,0.073644,0.123481
0,281,312,11434,0.087558,0.083356
0,282,5,464,0.058301,0.060303
0,283,3581,5835,0.134441,0.148018
0,284,4517,7451,0.104099,0.114132
0,285,5604,9520,0.061732,0.065438
0,286,1144,1142,0.069384,0.064655
0,287,968,4986,0.087238,0.096071
0,288,1666,5282,0.080832,0.092909
0,289,0,0,0.000000,0.000000
0,290,3100,8337,0.070670,0.076336
0,291,1056,8184,0.133816,0.144473
0,292,4416,4470,0.081414,0.062953
0,293,957,5539,0.079392,0.059763
0,294,2472,1821,0.061058,0.058969
0,295,0,318,0.000000,0.068272
0,296,900,10513,0.089406,0.144641
0,297,197,399,0.067675,0.067167
0,298,2763,14552,0.074815,0.114267
0,299,1411,4627,0.088000,0.101128
0,300,2599,11829,0.087875,0.087348
0,301,707,8780,0.091586,0.102177
0,302,419,10160,0.086567,0.104240
0,303,2296,6939,0.066952,0.072596
0,304,1024,7862,0.082716,0.072678
0,305,2495,19269,0.111373,0.115019
0,306,3446,4983,0.125963,0.098451
0,307,2779,8915,0.115409,0.148128
0,308,463,3338,0.068191,0.075061
0,309,3,10971,0.048014,0.084596
0,310,1415,3661,0.084021,0.081516
0,311,0,0,0.000000,0.000000
0,312,4819,23972,0.105432,0.075760
0,313,5113,9817,0.116512,0.096694
0,314,421,3033,0.074717,0.087935
0,315,1972,16998,0.066491,0.079132
0,316,869,6276,0.087175,0.074249
0,317,45,6058,0.045904,0.078401
0,318,2403,6150,0.110344,0.097727
0,319,5191,35251,0.092153,0.104488
0,320,736,4070,0.082858,0.077615
0,321,13,2613,0.048068,0.070172
0,322,1373,3284,0.077684,0.087067
0,323,9,26,0.279188,0.185537
0,324,1507,13468,0.070396,0.071061
0,325,6,569,0.073608,0.085782
0,326,2011,5777,0.091933,0.103424
0,327,77,7718,0.128542,0.086695
0,328,877,1254,0.136546,0.122131
0,329,76,7002,0.123938,0.072387
0,330,1437,13771,0.312457,0.102558
0,331,5627,25802,0.136167,0.114013
0,332,12,934,0.055125,0.087126
0,333,482,16187,0.058181,0.084512
0,334,564,11791,0.102502,0.092686
0,335,1794,12751,0.105930,0.114656
0,336,3860,6079,0.094986,0.095314
0,337,42,1197,0.097773,0.103860
0,338,556,4600,0.086793,0.083370
0,339,3766,3196,0.112902,0.104027
0,340,0,29,0.000000,0.066701
0,341,1886,3343,0.092126,0.095582
0,342,1737,6466,0.068122,0.091974
0,343,258,5150,0.095744,0.122781
0,344,1751,5330,0.075182,0.079964
0,345,2103,2024,0.079205,0.089814
0,346,3547,5338,0.095804,0.072542
0,347,749,1795,0.087863,0.081722
0,348,198,1247,0.082758,0.084200
0,349,458,2135,0.060230,0.056823
0,350,1946,5944,0.132527,0.123046
0,351,3132,6992,0.101119,0.129395
0,352,3554,8394,0.093602,0.088137
0,353,2082,4185,0.072676,0.076667
0,354,426,2101,0.101632,0.112175
0,355,2774,9559,0.086904,0.100020
0,356,569,1587,0.073636,0.085550
0,357,1800,19918,0.062834,0.121006
0,358,361,15381,0.058678,0.084179
0,359,2695,5783,0.120400,0.120485
0,360,1268,4602,0.110277,0.114659
0,361,453,3102,0.101952,0.102725
0,362,352,10029,0.066777,0.105366
0,363,2027,1904,0.054132,0.071105
0,364,4,4203,0.064941,0.109766
0,365,2433,11693,0.074224,0.089085
0,366,1,27,0.046387,0.068721
0,367,2,9,0.049835,0.052083
0,368,0,0,0.000000,0.000000
0,369,621,5937,0.086247,0.113055
0,370,3044,8442,0.084851,0.085776
0,371,918,10832,0.085493,0.086337
0,372,5100,6449,0.089150,0.078892
0,373,261,7021,0.069122,0.073961
0,374,2239,6258,0.083087,0.075048
0,375,614,3066,0.075323,0.118830
0,376,3220,16779,0.097820,0.087184
0,377,2413,8528,0.080501,0.084703
0,378,2108,2161,0.093379,0.067526
0,379,3026,18214,0.114191,0.117098
0,380,4410,18620,0.099744,0.086054
0,381,3054,17033,0.082746,0.099571
0,382,3228,5525,0.090390,0.092080
0,383,2743,4793,0.104849,0.102277
0,384,5,506,0.047119,0.064001
0,385,6202,11565,0.097198,0.085056
0,386,3789,12090,0.071272,0.064920
0,387,2385,11536,0.124431,0.147983
0,388,3089,4910,0.108813,0.105124
0,389,1426,7721,0.074528,0.077868
0,390,1377,4351,0.093193,0.130855
0,391,2988,3096,0.085119,0.103644
0,392,152,3,0.046586,0.043620
0,393,4254,7780,0.116526,0.089974
0,394,21,148,0.066616,0.064574
0,395,1332,6572,0.074366,0.087418
0,396,472,3462,0.084099,0.097015
0,397,1213,12158,0.055848,0.077148
0,398,30,508,0.076103,0.079325
0,399,1767,3676,0.084089,0.066631
0,400,1957,3557,0.068996,0.071527
0,401,0,0,0.000000,0.000000
0,402,445,1814,0.082284,0.098183
0,403,3654,3702,0.090296,0.102048
0,404,1400,5073,0.094687,0.106384
0,405,54,211,0.060158,0.056414
0,406,146,2258,0.087394,0.094892
0,407,322,11917,0.109498,0.112389
0,408,1031,4046,0.094847,0.101785
0,409,1,0,0.044922,0.000000
0,410,4512,7349,0.085618,0.087153
0,411,6713,15077,0.117995,0.119994
0,412,3139,8897,0.106497,0.101183
0,413,1,4447,0.056885,0.062281
0,414,5,353,0.045605,0.038492
0,415,1473,4257,0.104878,0.091389
0,416,2404,10647,0.111391,0.092192
0,417,4587,9013,0.123767,0.114949
0,418,644,9536,0.100265,0.094486
0,419,2925,6721,0.159708,0.099835
0,420,3200,8261,0.070102,0.079517
0,421,1340,3454,0.077606,0.079916
0,422,1342,12741,0.088561,0.094757
0,423,2895,8158,0.076296,0.079365
0,424,714,5442,0.082933,0.077534
0,425,1322,4882,0.074416,0.086708
0,426,64,21364,0.139492,0.137584
0,427,81,258,0.066039,0.066590
0,428,151,602,0.069333,0.075756
0,429,3619,12011,0.088110,0.075733
0,430,0,3225,0.000000,0.071011
0,431,2705,4537,0.094093,0.096820
0,432,2700,13913,0.094629,0.094361
0,433,0,2,0.000000,0.038696
0,434,1534,8990,0.070833,0.073245
0,435,2831,19589,0.076472,0.091845
0,436,113,588,0.089943,0.069561
0,437,4071,7837,0.081052,0.104659
0,438,2617,9326,0.099109,0.103978
0,439,16,1442,0.090942,0.138975
0,440,668,9497,0.077538,0.068171
0,441,194,308,0.053356,0.057139
0,442,444,2721,0.061891,0.075130
0,443,0,10287,0.000000,0.092035
0,444,2887,30638,0.080741,0.085540
0,445,740,1537,0.077365,0.114107
0,446,915,4054,0.090908,0.115389
0,447,590,2359,0.081997,0.087900
0,448,3691,7348,0.152550,0.159103
0,449,106,6316,0.042290,0.116547
0,450,3687,7151,0.087824,0.091021
0,451,4304,11944,0.098371,0.083821
0,452,565,4179,0.082449,0.074406
0,453,5,974,0.068115,0.058806
0,454,2,9,0.066650,0.062690
0,455,3575,9030,0.096114,0.115051
0,456,1201,9586,0.106741,0.105497
0,457,915,5477,0.069586,0.089193
0,458,4314,8727,0.091017,0.081211
0,459,1792,9452,0.094223,0.087642
0,460,908,6715,0.075746,0.085338
0,461,1143,5750,0.069483,0.088563
0,462,1898,2025,0.356604,0.083684
0,463,826,26105,0.069992,0.146628
0,464,1914,27436,0.078636,0.085137
0,465,4133,10661,0.099105,0.094066
0,466,4453,14128,0.091869,0.115851
0,467,1108,2397,0.098495,0.092249
0,468,3006,9269,0.156617,0.125970
0,469,1116,9722,0.077538,0.076363
0,470,971,4254,0.080584,0.065705
0,471,2640,7005,0.108017,0.120054
0,472,4237,6477,0.084090,0.085854
0,473,572,17986,0.076061,0.130209
0,474,7703,2373,0.089194,0.057806
0,475,17,2345,0.064640,0.087232
0,476,102,13777,0.121510,0.159313
0,477,4768,11733,0.130882,0.120896
0,478,2156,19991,0.082830,0.147060
0,479,3221,14651,0.096479,0.118947
0,480,1673,2289,0.091135,0.104765
0,481,1078,4317,0.057015,0.071111
0,482,294,815,0.057719,0.067428
0,483,183,3561,0.056436,0.093612
0,484,324,1838,0.046294,0.057695
0,485,2012,5302,0.107105,0.108439
0,486,488,1156,0.056299,0.062323
0,487,2657,6004,0.166646,0.157297
0,488,2788,5943,0.125776,0.149481
0,489,692,1983,0.039355,0.042396
0,490,702,7991,0.178309,0.190922
0,491,1177,3818,0.072263,0.072483
0,492,1237,4904,0.065987,0.077887
0,493,79,7621,0.037520,0.063482
0,494,4280,2714,0.081023,0.088182
0,495,552,14434,0.060867,0.075940
0,496,4270,12504,0.124737,0.137386
0,497,4811,9349,0.096797,0.097698
0,498,2611,14030,0.099166,0.092525
0,499,1600,7485,0.070666,0.071024
0,500,2355,3955,0.119793,0.126575
0,501,676,9796,0.054579,0.082684
0,502,929,8689,0.086005,0.106108
0,503,1014,4525,0.076817,0.088478
0,504,4340,20872,0.121133,0.165738
0,505,1079,6284,0.073786,0.093040
0,506,2272,8428,0.092254,0.098958
0,507,249,2831,0.102719,0.083474
0,508,2152,3040,0.069053,0.077444
0,509,2345,5030,0.074733,0.075642
0,510,2930,5070,0.134890,0.112001
0,511,4629,5571,0.091802,0.109586
1,0,1073,7277,0.071344,0.090132
1,1,4418,6121,0.079586,0.074076
1,2,3842,10745,0.098748,0.093801
1,3,1,119,0.047363,0.067159
1,4,1060,5075,0.054486,0.095236
1,5,3,0,0.065755,0.000000
1,6,0,15,0.000000,0.078353
1,7,0,0,0.000000,0.000000
1,8,8,12993,0.087769,0.097934
1,9,5641,18995,0.075300,0.078593
1,10,932,23890,0.067350,0.086240
1,11,1759,8697,0.044125,0.113567
1,12,781,1956,0.071538,0.074181
1,13,37,19537,0.042240,0.098678
1,14,26,461,0.088323,0.065912
1,15,17754,33598,0.105116,0.106769
1,16,1710,1920,0.172296,0.198086
1,17,1807,4873,0.078479,0.078812
1,18,0,53807,0.000000,0.076787
1,19,0,2,0.000000,0.050781
1,20,139,5942,0.095903,0.092954
1,21,27,404,0.053747,0.066596
1,22,680,6701,0.044669,0.068316
1,23,4426,8700,0.105554,0.137607
1,24,153,3263,0.057084,0.077596
1,25,2190,4743,0.076581,0.102601
1,26,19,6731,0.057193,0.080871
1,27,614,5941,0.078866,0.092930
1,28,731,6164,0.076244,0.102711
1,29,2498,7342,0.075984,0.096244
1,30,31,253,0.069241,0.070659
1,31,2745,7212,0.075883,0.081241
1,32,35,19728,0.058482,0.086596
1,33,499,184,0.069217,0.064744
1,34,67,25538,0.049969,0.100558
1,35,1220,9571,0.084697,0.080561
1,36,1465,4221,0.137839,0.117156
1,37,899,13277,0.074207,0.085357
1,38,7,1508,0.058908,0.072273
1,39,0,0,0.000000,0.000000
1,40,1319,69,0.055176,0.063434
1,41,2,6,0.095215,0.078776
1,42,10,59,0.072607,0.062792
1,43,21,0,0.052856,0.000000
1,44,10,5553,0.045898,0.072667
1,45,87,0,0.060502,0.000000
1,46,7481,17101,0.089474,0.085721
1,47,27,2677,0.069408,0.084054
1,48,64,7225,0.072140,0.104206
1,49,2640,29820,0.069791,0.098831
1,50,1319,4682,0.069474,0.087659
1,51,0,7,0.000000,0.076730
1,52,5463,6636,0.070255,0.075742
1,53,2949,11722,0.090726,0.101566
1,54,43,26,0.070875,0.068866
1,55,1522,13276,0.083583,0.105843
1,56,22,716,0.068959,0.097014
1,57,549,863,0.079794,0.073394
1,58,3568,1468,0.074551,0.072546
1,59,5,16339,0.055469,0.149443
1,60,2124,4950,0.135596,0.141646
1,61,383,888,0.070355,0.074135
1,62,163,5,0.066061,0.055469
1,63,3267,5226,0.069363,0.081960
1,64,1,11841,0.059570,0.075565
1,65,11615,49847,0.088092,0.115135
1,66,900,8344,0.064753,0.070347
1,67,360,1485,0.118315,0.134972
1,68,214,6495,0.092168,0.081126
1,69,0,58,0.000000,0.069441
1,70,1,0,0.056641,0.000000
1,71,32,36,0.074265,0.063178
1,72,25,1968,0.057314,0.093608
1,73,47,784,0.057685,0.063295
1,74,7622,3779,0.122221,0.121580
1,75,7,8454,0.061663,0.236647
1,76,1039,4700,0.061195,0.066901
1,77,9475,42755,0.078270,0.107417
1,78,129,292,0.073325,0.074277
1,79,383,683,0.085235,0.097964
1,80,5213,11432,0.116047,0.098375
1,81,112,14,0.067408,0.059675
1,82,0,385,0.000000,0.083348
1,83,3983,1962,0.150541,0.068183
1,84,2,573,0.041321,0.077947
1,85,10,13,0.069995,0.059120
1,86,254,1854,0.061599,0.103826
1,87,20,20337,0.054120,0.089226
1,88,0,5799,0.000000,0.069956
1,89,1020,7540,0.044961,0.083042
1,90,0,441,0.000000,0.074755
1,91,0,45,0.000000,0.076774
1,92,4480,5860,0.098299,0.102390
1,93,111,3218,0.062037,0.071823
1,94,3606,8649,0.073994,0.073848
1,95,1625,30223,0.063446,0.122681
1,96,39,72,0.059652,0.066393
1,97,1,0,0.058594,0.000000
1,98,1,6,0.068359,0.065145
1,99,1,538,0.052246,0.065271
1,100,1118,1469,0.070552,0.062503
1,101,4,36,0.057617,0.056152
1,102,2557,6898,0.098054,0.100921
1,103,46,1510,0.084149,0.078086
1,104,1,2,0.066406,0.049072
1,105,952,76,0.083336,0.073567
1,106,16,0,0.067230,0.000000
1,107,0,0,0.000000,0.000000
1,108,3270,7890,0.093712,0.118679
1,109,5,2721,0.098047,0.080127
1,110,9556,9072,0.150778,0.070272
1,111,1574,9849,0.081586,0.075722
1,112,0,0,0.000000,0.000000
1,113,189,4396,0.074480,0.078112
1,114,18,3809,0.056736,0.079395
1,115,0,677,0.000000,0.077307
1,116,601,6357,0.093355,0.091876
1,117,3,4,0.052979,0.068604
1,118,1021,11130,0.056474,0.073624
1,119,0,0,0.000000,0.000000
1,120,5732,10320,0.103211,0.124953
1,121,1749,14807,0.060951,0.149694
1,122,382,2642,0.074497,0.113412
1,123,891,7690,0.102330,0.105392
1,124,1546,3153,0.105038,0.125509
1,125,8,274,0.057556,0.067489
1,126,27,0,0.058160,0.000000
1,127,245,1030,0.082417,0.080759
1,128,1,0,0.082031,0.000000
1,129,284,1110,0.077681,0.073491
1,130,1860,4550,0.072925,0.079337
1,131,681,5668,0.082367,0.088242
1,132,1064,3124,0.083385,0.101896
1,133,63,2994,0.065968,0.061562
1,134,1,0,0.077148,0.000000
1,135,17,20686,0.057646,0.080991
1,136,0,21,0.000000,0.060617
1,137,3439,10775,0.080210,0.088826
1,138,142,8569,0.050296,0.100091
1,139,3189,10000,0.080041,0.082401
1,140,38,116,0.066214,0.068170
1,141,2,0,0.078857,0.000000
1,142,1573,7365,0.106925,0.105361
1,143,2284,8658,0.072951,0.085389
1,144,1399,3948,0.087920,0.076700
1,145,52,169,0.096497,0.089754
1,146,0,197,0.000000,0.067132
1,147,0,13061,0.000000,0.073652
1,148,0,0,0.000000,0.000000
1,149,1445,8610,0.081728,0.091435
1,150,3,0,0.038656,0.000000
1,151,1134,1708,0.076438,0.091903
1,152,2163,1054,0.054095,0.066184
1,153,1040,3569,0.070639,0.093389
1,154,4424,8766,0.076667,0.075043
1,155,38,5648,0.067518,0.081363
1,156,2217,7245,0.058699,0.078289
1,157,6016,9441,0.067733,0.074315
1,158,0,0,0.000000,0.000000
1,159,229,11206,0.098643,0.099672
1,160,2732,7935,0.078346,0.094608
1,161,1879,32303,0.047323,0.103555
1,162,1454,7737,0.096439,0.081393
1,163,3613,20551,0.077980,0.089968
1,164,5536,17274,0.088626,0.121420
1,165,2,24,0.050903,0.066427
1,166,10,177,0.107202,0.094226
1,167,14,17355,0.076050,0.087081
1,168,466,8677,0.088054,0.087578
1,169,3853,13393,0.073379,0.091480
1,170,1,5622,0.067383,0.082856
1,171,2,0,0.059326,0.000000
1,172,4169,35733,0.068187,0.095169
1,173,67,230,0.140417,0.113772
1,174,354,4738,0.088560,0.083226
1,175,5731,28518,0.072299,0.091764
1,176,61,2003,0.078653,0.096960
1,177,75920,111037,0.165311,0.108576
1,178,14,10344,0.087071,0.096895
1,179,1,8,0.059570,0.049591
1,180,2655,6178,0.122584,0.161200
1,181,2894,7045,0.115214,0.137725
1,182,205,4549,0.058786,0.076745
1,183,489,1005,0.071116,0.072652
1,184,3487,16703,0.072254,0.087534
1,185,6649,632,0.117242,0.061857
1,186,1295,3325,0.085463,0.093477
1,187,1,0,0.059082,0.000000
1,188,517,4235,0.063272,0.075222
1,189,8948,4780,0.142637,0.128673
1,190,0,0,0.000000,0.000000
1,191,6,28358,0.052775,0.076342
1,192,2419,7512,0.120527,0.103749
1,193,0,1,0.000000,0.042236
1,194,90,1320,0.060630,0.056090
1,195,1,1245,0.048828,0.095121
1,196,3995,35066,0.071454,0.100787
1,197,13,78,0.056885,0.066916
1,198,594,221,0.074237,0.070719
1,199,296,193,0.075848,0.077404
1,200,7,13,0.074254,0.065411
1,201,5708,4099,0.137485,0.154564
1,202,735,2602,0.068448,0.082654
1,203,0,43,0.000000,0.064311
1,204,492,1465,0.105197,0.085725
1,205,3730,20757,0.083599,0.114967
1,206,0,6,0.000000,0.076009
