layer,expert,prefill_count,decode_count,prefill_mean_weight,decode_mean_weight
0,206,405,4390,0.120118,0.093419
0,207,388,4249,0.081507,0.094997
0,208,365,4244,0.061753,0.065517
0,209,205,6222,0.072188,0.081084
0,210,1,9,0.046631,0.054877
0,211,612,3997,0.093990,0.092957
0,212,665,1293,0.072102,0.086012
0,213,1751,10235,0.109908,0.117571
0,214,185,663,0.075232,0.073612
0,215,640,2139,0.073333,0.081480
0,216,566,1699,0.094887,0.096357
0,217,690,4653,0.100184,0.105614
0,218,1285,11658,0.079930,0.127594
0,219,5312,11508,0.107287,0.112881
0,220,1381,7924,0.080667,0.080520
0,221,80,4139,0.101413,0.089044
0,222,1159,6206,0.071797,0.073745
0,223,4286,11781,0.068858,0.100448
0,224,3,26,0.054443,0.052133
0,225,2168,14819,0.140862,0.098808
0,226,590,5957,0.061625,0.090709
0,227,1286,7410,0.060176,0.077082
0,228,258,1682,0.084536,0.083980
0,229,535,3364,0.065079,0.075317
0,230,2509,5202,0.172200,0.191849
0,231,891,1213,0.061147,0.069803
0,232,727,5502,0.141439,0.132704
0,233,2464,9608,0.103486,0.109946
0,234,1453,12630,0.058856,0.062454
0,235,4418,11471,0.099609,0.088542
0,236,2660,4642,0.123634,0.143336
0,237,285,4261,0.105970,0.100292
0,238,2024,9418,0.061329,0.070314
0,239,443,2371,0.092997,0.088876
0,240,238,1327,0.092859,0.092854
0,241,0,4,0.000000,0.051697
0,242,1471,1812,0.099575,0.104766
0,243,6,4,0.057658,0.075562
0,244,1519,1885,0.134691,0.083754
0,245,22,105,0.053367,0.058426
0,246,1364,1034,0.176128,0.071135
0,247,1428,5176,0.087624,0.075470
0,248,61,6182,0.119461,0.104551
0,249,652,681,0.061940,0.102671
0,250,2847,19694,0.110754,0.118927
0,251,7420,12416,0.082487,0.087542
0,252,1295,1151,0.059475,0.067030
0,253,750,3446,0.174892,0.102949
0,254,3038,9570,0.093760,0.098174
0,255,147,5455,0.130505,0.174968
0,256,3000,6112,0.119195,0.132660
0,257,0,5,0.000000,0.045801
0,258,533,2693,0.050767,0.092567
0,259,928,4225,0.057696,0.073617
0,260,4262,15870,0.126541,0.090294
0,261,3539,10462,0.103638,0.123271
0,262,1476,9096,0.104728,0.084108
0,263,484,2877,0.183323,0.115558
0,264,5456,20840,0.080773,0.099713
0,265,2092,5721,0.135089,0.113987
0,266,1188,5874,0.125849,0.103933
0,267,323,1275,0.094888,0.098657
0,268,70,607,0.070386,0.083093
0,269,468,3743,0.076973,0.075509
0,270,2639,6793,0.083815,0.104677
0,271,4214,14134,0.092906,0.095945
0,272,557,2758,0.117556,0.112511
0,273,637,2967,0.054754,0.081493
0,274,5874,9808,0.121619,0.116624
0,275,2383,2689,0.098485,0.086818
0,276,457,2078,0.073254,0.071721
0,277,654,1453,0.064392,0.092242
0,278,483,4920,0.081350,0.075197
0,279,1424,7176,0.060749,0.074279
0,280,713,5299,0.074068,0.090214
0,281,6431,16478,0.096867,0.095550
0,282,1215,2759,0.078407,0.096993
0,283,1276,7580,0.167574,0.147544
0,284,329,684,0.085210,0.084628
0,285,2408,4196,0.061378,0.062566
0,286,53,219,0.073297,0.067824
0,287,1212,6068,0.105124,0.102402
0,288,294,1070,0.067790,0.076554
0,289,0,0,0.000000,0.000000
0,290,212,2628,0.060435,0.063784
0,291,2102,5149,0.127498,0.124406
0,292,1499,1592,0.074795,0.059781
0,293,215,2767,0.085985,0.076596
0,294,11,13,0.050948,0.042114
0,295,39,1900,0.078989,0.070090
0,296,2496,10488,0.067073,0.107674
0,297,245,1000,0.085856,0.087441
0,298,665,3682,0.064805,0.100055
0,299,363,3577,0.108198,0.105027
0,300,5386,16282,0.105335,0.099595
0,301,55,2026,0.068746,0.095838
0,302,1891,6243,0.077783,0.098160
0,303,1044,7068,0.067172,0.071158
0,304,360,3973,0.073499,0.084159
0,305,756,8591,0.175111,0.117115
0,306,1160,6127,0.129435,0.100484
0,307,241,2160,0.078154,0.113391
0,308,298,3639,0.085494,0.084233
0,309,800,8396,0.063671,0.090013
0,310,37,643,0.066136,0.072991
0,311,0,6,0.000000,0.049235
0,312,2179,4489,0.098240,0.066435
0,313,584,4778,0.082299,0.087516
0,314,492,3585,0.096887,0.103031
0,315,3960,11374,0.076539,0.077690
0,316,853,9276,0.073709,0.065456
0,317,4995,17626,0.129271,0.101740
0,318,264,4792,0.086997,0.101718
0,319,1270,5943,0.066692,0.072931
0,320,510,4741,0.078335,0.075533
0,321,1407,9061,0.069596,0.075239
0,322,823,1858,0.111129,0.104743
0,323,6808,9143,0.106911,0.082166
0,324,2143,8812,0.085231,0.078187
0,325,26,5560,0.068242,0.171306
0,326,304,2181,0.090000,0.084268
0,327,1808,6627,0.080985,0.080565
0,328,21,5581,0.170329,0.102645
0,329,707,6339,0.070185,0.086564
0,330,1275,6318,0.074760,0.090872
0,331,236,8733,0.101162,0.102951
0,332,75,2779,0.091979,0.093852
0,333,4296,15058,0.108865,0.096559
0,334,345,2594,0.150188,0.088881
0,335,3421,5294,0.113911,0.101248
0,336,371,4620,0.065674,0.093873
0,337,687,6850,0.159920,0.128265
0,338,671,3273,0.054909,0.085844
0,339,1293,4029,0.091156,0.106669
0,340,336,1029,0.065533,0.072289
0,341,164,1602,0.098065,0.079025
0,342,460,7078,0.091468,0.097567
0,343,105,797,0.103209,0.097632
0,344,439,4700,0.085913,0.089310
0,345,1218,2093,0.089355,0.087668
0,346,567,2903,0.103485,0.064330
0,347,142,5661,0.119934,0.060882
0,348,950,3114,0.102844,0.091953
0,349,0,365,0.000000,0.052810
0,350,488,2693,0.110755,0.112862
0,351,800,5272,0.112076,0.138081
0,352,414,7056,0.080373,0.126523
0,353,327,5157,0.083800,0.081384
0,354,911,6401,0.137977,0.133512
0,355,2217,3763,0.087648,0.092002
0,356,37,2351,0.074021,0.093464
0,357,1366,8969,0.093084,0.099066
0,358,1484,10603,0.063731,0.078785
0,359,111,433,0.077434,0.086153
0,360,534,4584,0.085683,0.089372
0,361,2943,7534,0.152450,0.113584
0,362,1875,9096,0.063376,0.080402
0,363,6,345,0.059570,0.063821
0,364,3400,8417,0.109619,0.130913
0,365,1656,6859,0.099232,0.103700
0,366,943,6032,0.096610,0.101810
0,367,1360,1396,0.077842,0.065992
0,368,0,0,0.000000,0.000000
0,369,1084,8219,0.100168,0.095638
0,370,519,3421,0.087444,0.092548
0,371,1848,6231,0.079742,0.080399
0,372,265,3825,0.098025,0.075819
0,373,31,2018,0.065875,0.080870
0,374,5558,12189,0.103929,0.100269
0,375,8126,15723,0.139743,0.133465
0,376,6624,18544,0.097344,0.099622
0,377,40,5300,0.059714,0.071719
0,378,4280,21673,0.118292,0.113855
0,379,6333,17728,0.257269,0.204480
0,380,4451,16117,0.114638,0.101082
0,381,5181,15996,0.088460,0.094387
0,382,918,6193,0.113373,0.108653
0,383,204,1412,0.119710,0.102072
0,384,4831,4978,0.092403,0.100094
0,385,1241,2260,0.063541,0.071107
0,386,1015,2954,0.070223,0.062880
0,387,121,2434,0.099614,0.103596
0,388,300,4974,0.097305,0.099722
0,389,812,2883,0.082944,0.078627
0,390,1184,6441,0.122934,0.118372
0,391,2212,3905,0.078466,0.114494
0,392,0,0,0.000000,0.000000
0,393,256,5025,0.094008,0.081694
0,394,1532,11155,0.120083,0.121230
0,395,553,1603,0.051924,0.070008
0,396,553,4810,0.081955,0.093666
0,397,1160,8815,0.085116,0.080552
0,398,50,826,0.057588,0.072133
0,399,503,282,0.091158,0.064889
0,400,156,2815,0.090490,0.066720
0,401,0,0,0.000000,0.000000
0,402,368,3626,0.141601,0.095283
0,403,496,2767,0.112646,0.090366
0,404,157,3411,0.097634,0.108332
0,405,3547,6505,0.066567,0.079555
0,406,251,3455,0.073393,0.102026
0,407,1115,6800,0.079751,0.100450
0,408,306,4018,0.082476,0.082102
0,409,271,57,0.056827,0.047907
0,410,1249,2574,0.086392,0.083825
0,411,1615,8941,0.091257,0.092740
0,412,536,3891,0.102259,0.081566
0,413,16,1160,0.077118,0.077284
0,414,0,4,0.000000,0.032043
0,415,222,804,0.087925,0.076687
0,416,1554,3622,0.076676,0.087548
0,417,1346,5277,0.138988,0.097424
0,418,258,1534,0.071044,0.069086
0,419,1039,3156,0.150658,0.085044
0,420,341,6037,0.106053,0.085711
0,421,90,2131,0.116230,0.090829
0,422,3710,8048,0.084574,0.081828
0,423,1424,5021,0.076919,0.074417
0,424,1230,2824,0.074483,0.081592
0,425,1432,4092,0.090653,0.088901
0,426,508,6370,0.197907,0.144821
0,427,7,156,0.056780,0.078081
0,428,161,6158,0.097126,0.096927
0,429,2036,7290,0.057084,0.065341
0,430,4326,11546,0.080822,0.084412
0,431,420,2636,0.061747,0.094164
0,432,2555,4775,0.097593,0.087240
0,433,1,3,0.055420,0.041789
0,434,289,6058,0.091330,0.080663
0,435,1768,5915,0.071912,0.087406
0,436,641,2137,0.069356,0.071131
0,437,95,4495,0.088420,0.091047
0,438,501,9060,0.077606,0.124791
0,439,3294,9221,0.122889,0.127781
0,440,303,1745,0.092062,0.074165
0,441,67,243,0.056313,0.057898
0,442,137,1273,0.066374,0.064888
0,443,420,5286,0.065141,0.108589
0,444,974,8429,0.076551,0.072894
0,445,562,2270,0.163329,0.114359
0,446,856,2231,0.094063,0.090910
0,447,267,1975,0.075852,0.098545
0,448,539,4530,0.177857,0.147526
0,449,849,10118,0.097588,0.149538
0,450,1391,7012,0.087247,0.093970
0,451,43,2690,0.063377,0.058145
0,452,627,3810,0.085547,0.089680
0,453,1623,13465,0.258277,0.087869
0,454,714,2518,0.093636,0.104297
0,455,1464,5174,0.116037,0.112123
0,456,1536,4195,0.106094,0.113062
0,457,1253,4072,0.064449,0.088010
0,458,349,3697,0.070955,0.076142
0,459,681,5009,0.065107,0.103099
0,460,131,5236,0.110531,0.082425
0,461,86,406,0.077733,0.070985
0,462,595,2543,0.419981,0.084164
0,463,2234,10443,0.119588,0.161657
0,464,464,4078,0.074274,0.070886
0,465,804,2072,0.116873,0.098801
0,466,1098,7638,0.092842,0.105911
0,467,136,1644,0.068802,0.131427
0,468,2665,9138,0.102704,0.099610
0,469,2313,5324,0.060335,0.071352
0,470,459,929,0.064712,0.059451
0,471,465,7037,0.126928,0.114569
0,472,796,4937,0.074846,0.079850
0,473,8399,20339,0.115238,0.112980
0,474,1878,3061,0.101838,0.059495
0,475,3218,8901,0.089193,0.095134
0,476,2789,11044,0.090902,0.136902
0,477,1041,6356,0.135631,0.120353
0,478,2124,12526,0.098365,0.118566
0,479,891,11140,0.067369,0.113639
0,480,1159,6609,0.099274,0.143445
0,481,342,4368,0.062693,0.067801
0,482,9775,24381,0.108624,0.088857
0,483,2898,9196,0.086863,0.100513
0,484,3,743,0.052490,0.062952
0,485,209,4388,0.080938,0.095279
0,486,106,311,0.059649,0.057644
0,487,544,6725,0.164023,0.164565
0,488,468,6313,0.089560,0.140435
0,489,253,546,0.043705,0.048710
0,490,3240,3331,0.198223,0.189869
0,491,705,5325,0.068543,0.073965
0,492,88,4647,0.061755,0.069527
0,493,1526,11280,0.087879,0.071146
0,494,543,465,0.099702,0.067203
0,495,1325,4837,0.064818,0.073510
0,496,996,6468,0.125091,0.120042
0,497,1607,2603,0.091981,0.089360
0,498,2360,3041,0.080061,0.082418
0,499,589,5996,0.065844,0.078678
0,500,629,2908,0.125543,0.091551
0,501,3682,17350,0.100893,0.157986
0,502,271,5213,0.104308,0.107393
0,503,2100,15817,0.131278,0.124061
0,504,4311,16031,0.152702,0.171708
0,505,320,5061,0.067687,0.077394
0,506,1722,4868,0.063546,0.088781
0,507,275,5027,0.083708,0.056423
0,508,136,2548,0.084670,0.079056
0,509,164,1134,0.079693,0.068602
0,510,503,3357,0.141165,0.107883
0,511,1216,3711,0.079451,0.107212
1,0,1002,9665,0.081777,0.091044
1,1,398,341,0.095848,0.086400
1,2,3047,12168,0.103063,0.091099
1,3,3311,17144,0.085253,0.087171
1,4,0,2863,0.000000,0.090107
1,5,2,2,0.023865,0.060791
1,6,110,1694,0.057607,0.077087
1,7,73,885,0.062214,0.064568
1,8,4537,9424,0.112207,0.111539
1,9,325,1488,0.065037,0.071029
1,10,443,10171,0.080189,0.088329
1,11,796,3722,0.104949,0.107047
1,12,24,135,0.061198,0.068166
1,13,2,3810,0.057373,0.081264
1,14,386,14170,0.068895,0.086618
1,15,5797,6631,0.112902,0.086193
1,16,4172,9512,0.108765,0.153392
1,17,18,1797,0.062839,0.079517
1,18,0,2096,0.000000,0.065202
1,19,781,1927,0.075798,0.059070
1,20,83,665,0.068774,0.087426
1,21,1,504,0.059326,0.062251
1,22,201,3858,0.061956,0.068667
1,23,624,6199,0.087713,0.149864
1,24,305,4358,0.056656,0.075745
1,25,70,3745,0.103620,0.082395
1,26,6,9903,0.067708,0.083581
1,27,10753,17225,0.073800,0.085787
1,28,1651,6589,0.077371,0.101041
1,29,713,5619,0.098794,0.094382
1,30,2225,10052,0.074503,0.093220
1,31,163,4773,0.086564,0.083221
1,32,25,4790,0.070156,0.076272
1,33,0,0,0.000000,0.000000
1,34,492,10631,0.066078,0.088920
1,35,205,1308,0.095267,0.092942
1,36,126,4724,0.130943,0.108841
1,37,841,10258,0.078032,0.088594
1,38,4411,15661,0.148874,0.127052
1,39,0,0,0.000000,0.000000
1,40,1296,2347,0.054827,0.076279
1,41,711,865,0.078765,0.073944
1,42,866,23056,0.053079,0.086031
1,43,0,0,0.000000,0.000000
1,44,6,3402,0.055542,0.040166
1,45,0,0,0.000000,0.000000
1,46,345,3822,0.077956,0.072893
1,47,1863,4090,0.082131,0.086829
1,48,206,3985,0.072714,0.091423
1,49,219,8137,0.073927,0.091539
1,50,632,6089,0.097590,0.095706
1,51,1315,2436,0.071579,0.066979
1,52,17,357,0.079260,0.071917
1,53,2478,1427,0.096591,0.100679
1,54,0,0,0.000000,0.000000
1,55,2222,4739,0.089892,0.098562
1,56,83,1280,0.078084,0.087724
1,57,210,149,0.086904,0.072051
1,58,1580,938,0.077419,0.073592
1,59,651,8861,0.143729,0.138560
1,60,27,6545,0.114267,0.134530
1,61,0,0,0.000000,0.000000
1,62,147,61,0.063191,0.057717
1,63,297,4925,0.093590,0.111993
1,64,89,6154,0.070850,0.081612
1,65,1500,7980,0.074389,0.092974
1,66,29,1883,0.071348,0.065337
1,67,2444,7597,0.107198,0.139590
1,68,3286,12500,0.072757,0.086298
1,69,1570,10287,0.201864,0.136372
1,70,0,0,0.000000,0.000000
1,71,0,0,0.000000,0.000000
1,72,2537,14675,0.094024,0.122122
1,73,2460,17303,0.092244,0.090747
1,74,1969,2072,0.122260,0.112575
1,75,143,5393,0.073179,0.211530
1,76,2,223,0.079590,0.060338
1,77,1791,16309,0.083355,0.101291
1,78,1065,5751,0.090595,0.075735
1,79,6891,10218,0.121353,0.113135
1,80,67,2766,0.086360,0.082004
1,81,0,0,0.000000,0.000000
1,82,7478,8105,0.102512,0.105352
1,83,1523,1851,0.149025,0.086254
1,84,2806,8320,0.065062,0.115100
1,85,1883,4335,0.071688,0.089067
1,86,8446,15190,0.143276,0.157677
1,87,9,5663,0.062744,0.077683
1,88,5,1171,0.062305,0.080720
1,89,3490,11525,0.082529,0.095181
1,90,0,672,0.000000,0.076959
1,91,9712,16808,0.080664,0.091070
1,92,904,3366,0.086245,0.088463
1,93,0,1,0.000000,0.051758
1,94,47,156,0.057976,0.064473
1,95,728,28293,0.093680,0.144844
1,96,13,14,0.093450,0.065709
1,97,0,0,0.000000,0.000000
1,98,4041,3789,0.084163,0.081084
1,99,227,6277,0.064322,0.067362
1,100,21,18,0.062919,0.058146
1,101,36,1095,0.063680,0.070512
1,102,767,3630,0.110958,0.108408
1,103,9,6043,0.056668,0.075706
1,104,2764,1598,0.071185,0.073140
1,105,526,865,0.128045,0.062029
1,106,0,1,0.000000,0.084473
1,107,14,12,0.061890,0.049845
1,108,91,4619,0.080937,0.118352
1,109,646,4239,0.077261,0.076021
1,110,2416,1018,0.157473,0.061065
1,111,741,12248,0.079266,0.084487
1,112,187,1172,0.068698,0.076537
1,113,170,2901,0.093898,0.083722
1,114,0,23,0.000000,0.072414
1,115,911,8625,0.072395,0.078754
1,116,2363,8761,0.094411,0.094392
1,117,12,21,0.059916,0.061268
1,118,1463,5430,0.051921,0.067565
1,119,1,0,0.061035,0.000000
1,120,552,6451,0.051944,0.094206
1,121,3,398,0.073730,0.143193
1,122,5851,13893,0.090796,0.109286
1,123,1514,6454,0.066315,0.090715
1,124,16,4414,0.127548,0.124384
1,125,3136,43255,0.078140,0.119226
1,126,0,0,0.000000,0.000000
1,127,1115,2099,0.081940,0.092808
1,128,1608,5233,0.078657,0.104401
1,129,2187,4288,0.081608,0.087242
1,130,30,387,0.084611,0.073994
1,131,869,4697,0.071848,0.091874
1,132,3155,8413,0.088071,0.101160
1,133,34,4034,0.063728,0.065437
1,134,0,7,0.000000,0.056222
1,135,202,6434,0.078451,0.082253
1,136,2685,20746,0.068684,0.086525
1,137,2923,12679,0.096283,0.087138
1,138,50,3736,0.090056,0.099521
1,139,771,3771,0.080530,0.077084
1,140,66,50,0.081180,0.078623
1,141,29,3232,0.065522,0.073547
1,142,862,5911,0.161667,0.111592
1,143,436,8033,0.083862,0.080939
1,144,578,985,0.088806,0.081782
1,145,9,19,0.075114,0.056525
1,146,0,151,0.000000,0.069460
1,147,0,3911,0.000000,0.072653
1,148,0,0,0.000000,0.000000
1,149,941,5736,0.086073,0.101204
1,150,1397,4470,0.057081,0.105083
1,151,7,1642,0.066441,0.082974
1,152,24,21,0.063222,0.055408
1,153,72,1851,0.075412,0.080913
1,154,1,15,0.054199,0.062256
1,155,1,3803,0.046875,0.078353
1,156,86,3457,0.096729,0.074732
1,157,38,324,0.068925,0.061906
1,158,0,3,0.000000,0.052979
1,159,131,3860,0.072872,0.088488
1,160,677,6500,0.094844,0.100957
1,161,1374,25976,0.082827,0.105888
1,162,296,466,0.084591,0.078322
1,163,1864,6859,0.084397,0.095508
1,164,3507,7160,0.096733,0.122684
1,165,235,6092,0.096430,0.066381
1,166,682,5279,0.064838,0.096753
1,167,2,3490,0.053711,0.072444
1,168,3806,13479,0.074338,0.090280
1,169,193,5760,0.089507,0.089569
1,170,0,4143,0.000000,0.077295
1,171,0,0,0.000000,0.000000
1,172,1411,11302,0.075116,0.093690
1,173,1107,19213,0.055806,0.078519
1,174,55,1772,0.092094,0.077722
1,175,1761,12192,0.073515,0.102723
1,176,1969,2643,0.092085,0.097366
1,177,2099,889,0.059734,0.063792
1,178,2623,5747,0.088481,0.096029
1,179,0,32,0.000000,0.060509
1,180,1098,5950,0.114517,0.161514
1,181,492,7706,0.146998,0.153001
1,182,517,3717,0.064418,0.079809
1,183,205,853,0.076989,0.068815
1,184,2318,14733,0.091155,0.086288
1,185,4142,2259,0.094124,0.056289
1,186,353,3765,0.085831,0.095646
1,187,0,29,0.000000,0.055424
1,188,2011,34768,0.094380,0.086518
1,189,122,724,0.060919,0.100360
1,190,53,185,0.063315,0.064268
1,191,1,8045,0.092773,0.068753
1,192,878,6922,0.079179,0.098552
1,193,2680,26181,0.070665,0.098748
1,194,7527,54579,0.075652,0.088659
1,195,0,6184,0.000000,0.086682
1,196,3502,13920,0.081651,0.094500
1,197,137,865,0.075146,0.080680
1,198,0,4,0.000000,0.068909
1,199,0,0,0.000000,0.000000
1,200,1,8,0.060059,0.057983
1,201,233,2229,0.098127,0.180461
1,202,24,1048,0.082865,0.084096
1,203,2862,9350,0.097920,0.085642
1,204,216,527,0.086561,0.091556
1,205,2970,11270,0.101629,0.135498
1,206,1453,9723,0.075031,0.121704
1,207,533,9327,0.119262,0.107273
1,208,6,4,0.044983,0.046631
1,209,0,0,0.000000,0.000000
1,210,190,1176,0.063935,0.075792
1,211,350,4813,0.082390,0.162575
1,212,1295,1675,0.069166,0.078044
